Entity,trait,structure_measured,trait_groupings,trait_group_for_portal,core_trait
https://w3id.org/APD/traits/trait_0013111,stem_vessel_density,stem [PO_0009047],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,core_trait
https://w3id.org/APD/traits/trait_0013112,leaf_vessel_density,leaf [PO_0025034],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; leaf morphology trait [trait_group_0011202]",leaf morphology,
https://w3id.org/APD/traits/trait_0013113,stem_vessel_diameter,stem [PO_0009047],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,core_trait
https://w3id.org/APD/traits/trait_0013114,stem_vessel_diameter_hydraulic,stem [PO_0009047],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0013115,leaf_vessel_diameter,leaf [PO_0025034],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; leaf morphology trait [trait_group_0011202]",leaf morphology,
https://w3id.org/APD/traits/trait_0013116,stem_vessel_lumen_fraction,stem [PO_0009047],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,core_trait
https://w3id.org/APD/traits/trait_0013117,stem_vessel_multiple_fraction,stem [PO_0009047],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0013118,stem_vessel_non_lumen_fraction,stem [PO_0009047],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0013119,stem_vessel_wall_fraction,stem [PO_0009047],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0013120,stem_xylem_vulnerability_index,stem [PO_0009047],"xylem vessel morphology trait [trait_group_0013102]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0013161,wood_axial_parenchyma_fraction,stem [PO_0009047],"vascular tissue morphology trait [trait_group_0013001]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0013162,wood_conduit_fraction,stem [PO_0009047],"vascular tissue morphology trait [trait_group_0013001]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0013163,wood_fibre_fraction,stem [PO_0009047],"vascular tissue morphology trait [trait_group_0013001]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0013164,wood_ray_parenchyma_fraction,stem [PO_0009047],"vascular tissue morphology trait [trait_group_0013001]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0013165,wood_tracheid_fraction,stem [PO_0009047],"vascular tissue morphology trait [trait_group_0013001]; water transport trait, hydraulic trait [trait_group_0021002]; stem morphology trait [trait_group_0011802]",stem morphology,
https://w3id.org/APD/traits/trait_0014011,leaf_work_to_punch,leaf [PO_0025034],plant structure strength trait [trait_group_0014001]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0014012,leaf_work_to_punch_adjusted,leaf [PO_0025034],plant structure strength trait [trait_group_0014001]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0014013,leaf_work_to_shear,leaf [PO_0025034],plant structure strength trait [trait_group_0014001]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0014014,leaf_work_to_shear_adjusted,leaf [PO_0025034],plant structure strength trait [trait_group_0014001]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0014015,leaf_work_to_tear,leaf [PO_0025034],plant structure strength trait [trait_group_0014001]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0014016,leaf_work_to_tear_adjusted,leaf [PO_0025034],plant structure strength trait [trait_group_0014001]; leaf morphology trait [trait_group_0011202],leaf morphology,
https://w3id.org/APD/traits/trait_0014017,bark_modulus_of_elasticity,bark [PO_0004518],plant structure strength trait [trait_group_0014001]; bark morphology trait [trait_group_0012002],bark morphology,
https://w3id.org/APD/traits/trait_0014018,stem_modulus_of_elasticity,stem [PO_0009047],plant structure strength trait [trait_group_0014001]; stem morphology trait [trait_group_0011802],stem morphology,
https://w3id.org/APD/traits/trait_0014019,xylem_modulus_of_elasticity,stem [PO_0009047],plant structure strength trait [trait_group_0014001]; stem morphology trait [trait_group_0011802],stem morphology,
https://w3id.org/APD/traits/trait_0014020,modulus_of_rupture,stem [PO_0009047],plant structure strength trait [trait_group_0014001]; stem morphology trait [trait_group_0011802],stem morphology,
https://w3id.org/APD/traits/trait_0020221,photosynthetic_pathway,whole plant [PO_0000003]; leaf [PO_0025034],photosynthetic trait [trait_group_0020202],life history,core_trait
https://w3id.org/APD/traits/trait_0020222,bark_photosynthetic_status,bark [PO_0004518],photosynthetic rate trait [trait_group_0020206],physiology,
https://w3id.org/APD/traits/trait_0020240,leaf_photosynthetic_rate_per_area_ambient,leaf [PO_0025034],photosynthetic rate trait [trait_group_0020206],physiology,
https://w3id.org/APD/traits/trait_0020241,leaf_photosynthetic_rate_per_area_maximum,leaf [PO_0025034],photosynthetic rate trait [trait_group_0020206],physiology,core_trait
https://w3id.org/APD/traits/trait_0020242,leaf_photosynthetic_rate_per_area_saturated,leaf [PO_0025034],photosynthetic rate trait [trait_group_0020206],physiology,
https://w3id.org/APD/traits/trait_0020243,leaf_photosynthetic_rate_per_dry_mass_ambient,leaf [PO_0025034],photosynthetic rate trait [trait_group_0020206],physiology,
https://w3id.org/APD/traits/trait_0020244,leaf_photosynthetic_rate_per_dry_mass_maximum,leaf [PO_0025034],photosynthetic rate trait [trait_group_0020206],physiology,core_trait
https://w3id.org/APD/traits/trait_0020245,leaf_photosynthetic_rate_per_dry_mass_saturated,leaf [PO_0025034],photosynthetic rate trait [trait_group_0020206],physiology,
https://w3id.org/APD/traits/trait_0020310,leaf_intercellular_CO2_concentration_at_Amax,leaf [PO_0025034],carbon dioxide concentration trait [trait_group_0020212],physiology,
https://w3id.org/APD/traits/trait_0020311,leaf_intercellular_CO2_concentration_at_Asat,leaf [PO_0025034],carbon dioxide concentration trait [trait_group_0020212],physiology,
https://w3id.org/APD/traits/trait_0020312,leaf_intercellular_CO2_concentration_at_Aambient,leaf [PO_0025034],carbon dioxide concentration trait [trait_group_0020212],physiology,
https://w3id.org/APD/traits/trait_0020313,leaf_intercellular_CO2_concentration_to_atmospheric_CO2_concentration_ratio,leaf [PO_0025034],carbon dioxide concentration trait [trait_group_0020212],physiology,
https://w3id.org/APD/traits/trait_0020314,leaf_chloroplast_CO2_concentration,leaf [PO_0025034],carbon dioxide concentration trait [trait_group_0020212],physiology,
https://w3id.org/APD/traits/trait_0020315,atmospheric_CO2_concentration,leaf [PO_0025034],carbon dioxide concentration trait [trait_group_0020212],physiology,
https://w3id.org/APD/traits/trait_0020410,leaf_photosynthesis_Jmax_per_area,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020411,leaf_photosynthesis_Jmax_per_area_25C,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020412,leaf_photosynthesis_Jmax_per_mass,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020413,leaf_photosynthesis_Vcmax_per_area,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020414,leaf_photosynthesis_Vcmax_per_area_25C,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020415,leaf_photosynthesis_Vcmax_per_mass,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020416,leaf_photosynthesis_Jmax_over_Vcmax_25C,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020417,leaf_fluorescence_fv_over_fm,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020418,leaf_fluorescence_quantum_yield,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020419,leaf_gas_exchange_quantum_yield,leaf [PO_0025034],photosystem performance trait [trait_group_0020812],physiology,
https://w3id.org/APD/traits/trait_0020510,leaf_dark_respiration_per_area,leaf [PO_0025034],respiration rate trait [trait_group_0020208],physiology,
https://w3id.org/APD/traits/trait_0020511,leaf_dark_respiration_per_dry_mass,leaf [PO_0025034],respiration rate trait [trait_group_0020208],physiology,
https://w3id.org/APD/traits/trait_0020512,leaf_light_respiration_per_area,leaf [PO_0025034],respiration rate trait [trait_group_0020208],physiology,
https://w3id.org/APD/traits/trait_0020513,stem_dark_respiration_per_area,stem [PO_0009047],respiration rate trait [trait_group_0020208],physiology,
https://w3id.org/APD/traits/trait_0020610,leaf_stomatal_conductance_per_area_ambient,leaf [PO_0025034],gas exchange trait [trait_group_0020204],physiology,
https://w3id.org/APD/traits/trait_0020611,leaf_stomatal_conductance_per_area_at_Amax,leaf [PO_0025034],gas exchange trait [trait_group_0020204],physiology,core_trait
https://w3id.org/APD/traits/trait_0020612,leaf_stomatal_conductance_per_area_at_Asat,leaf [PO_0025034],gas exchange trait [trait_group_0020204],physiology,
https://w3id.org/APD/traits/trait_0020630,leaf_stomatal_resistance_ambient,leaf [PO_0025034],gas exchange trait [trait_group_0020204],physiology,
https://w3id.org/APD/traits/trait_0020640,leaf_mesophyll_conductance_per_area,leaf [PO_0025034],gas exchange trait [trait_group_0020204],physiology,
https://w3id.org/APD/traits/trait_0020641,leaf_mesophyll_conductance_per_mass,leaf [PO_0025034],gas exchange trait [trait_group_0020204],physiology,
https://w3id.org/APD/traits/trait_0020660,leaf_transpiration_per_area_ambient,leaf [PO_0025034],transpiration rate trait [trait_group_0020210],physiology,
https://w3id.org/APD/traits/trait_0020661,leaf_transpiration_per_area_at_Amax,leaf [PO_0025034],transpiration rate trait [trait_group_0020210],physiology,
https://w3id.org/APD/traits/trait_0020662,leaf_transpiration_per_area_at_Asat,leaf [PO_0025034],transpiration rate trait [trait_group_0020210],physiology,
https://w3id.org/APD/traits/trait_0020663,leaf_dark_transpiration_per_area,leaf [PO_0025034],transpiration rate trait [trait_group_0020210],physiology,
https://w3id.org/APD/traits/trait_0020664,integrated_plant_transpiration,whole plant [PO_0000003]; leaf [PO_0025034],transpiration rate trait [trait_group_0020210],physiology,
https://w3id.org/APD/traits/trait_0020665,whole_plant_sapflow,whole plant [PO_0000003]; leaf [PO_0025034],transpiration rate trait [trait_group_0020210],physiology,
https://w3id.org/APD/traits/trait_0020710,leaf_photosynthetic_nitrogen_use_efficiency_maximum,leaf [PO_0025034],gas exchange trait [trait_group_0020204]; live leaf mineral and ion content trait [trait_group_0000008],physiology,
https://w3id.org/APD/traits/trait_0020711,leaf_photosynthetic_nitrogen_use_efficiency_saturated,leaf [PO_0025034],gas exchange trait [trait_group_0020204]; live leaf mineral and ion content trait [trait_group_0000008],physiology,
https://w3id.org/APD/traits/trait_0020712,leaf_photosynthetic_phosphorus_use_efficiency_maximum,leaf [PO_0025034],gas exchange trait [trait_group_0020204]; live leaf mineral and ion content trait [trait_group_0000008],physiology,
https://w3id.org/APD/traits/trait_0020713,leaf_photosynthetic_phosphorus_use_efficiency_saturated,leaf [PO_0025034],gas exchange trait [trait_group_0020204]; live leaf mineral and ion content trait [trait_group_0000008],physiology,
https://w3id.org/APD/traits/trait_0020760,leaf_water_use_efficiency_integrated,leaf [PO_0025034],gas exchange trait [trait_group_0020204],physiology,
https://w3id.org/APD/traits/trait_0020761,leaf_water_use_efficiency_intrinsic,leaf [PO_0025034],gas exchange trait [trait_group_0020204],physiology,
https://w3id.org/APD/traits/trait_0020762,leaf_water_use_efficiency_instantaneous,leaf [PO_0025034],gas exchange trait [trait_group_0020204],physiology,
https://w3id.org/APD/traits/trait_0021013,stem_hydraulic_conductivity,stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021014,sapwood_specific_hydraulic_conductivity,stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021015,sapwood_specific_hydraulic_conductivity_theoretical,stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021016,stem_specific_hydraulic_conductivity,stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021017,leaf_specific_hydraulic_conductance,leaf [PO_0025034]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021018,leaf_specific_hydraulic_conductivity,stem [PO_0009047]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021021,root_hydraulic_conductivity,root [PO_0009005],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021022,root_specific_hydraulic_conductivity,root [PO_0009005],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021030,water_potential_predawn,stem [PO_0009047]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021031,water_potential_midday,stem [PO_0009047]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021032,stem_sapwood_capacitance,whole plant [PO_0000003]; stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021033,leaf_capacitance,leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021034,root_sapwood_capacitance,root [PO_0009005],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021050,leaf_hydraulic_vulnerability,leaf [PO_0025034]; stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021051,water_potential_12percent_lost_conductivity,stem [PO_0009047]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021052,water_potential_50percent_lost_conductivity,stem [PO_0009047]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021053,water_potential_88percent_lost_conductivity,stem [PO_0009047]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021054,hydraulic_safety_margin_50,stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021055,hydraulic_safety_margin_88,stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021056,leaf_turgor_loss_point,leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021057,osmotic_potential,stem [PO_0009047]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021058,osmotic_potential_at_full_turgor,stem [PO_0009047]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021059,bulk_modulus_of_elasticity,stem [PO_0009047]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021060,leaf_relative_water_content_predawn,leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021061,leaf_relative_water_content_at_turgor_loss_point,leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021062,root_water_potential_50percent_lost_conductivity,root [PO_0009005],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021063,root_water_potential_12percent_lost_conductivity,root [PO_0009005],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021064,root_water_potential_88percent_lost_conductivity,root [PO_0009005],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021065,leaf_water_potential_12percent_lost_conductivity,leaf [PO_0025034]; stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0021066,leaf_water_potential_88percent_lost_conductivity,leaf [PO_0025034]; stem [PO_0009047],"water transport trait, hydraulic trait [trait_group_0021002]",physiology,
https://w3id.org/APD/traits/trait_0020813,leaf_photochemical_reflectance_index,whole plant [PO_0000003]; leaf [PO_0025034],photosystem performance trait [trait_group_0020812]; environmental tolerance trait [trait_group_0030704],life history,
https://w3id.org/APD/traits/trait_0020814,leaf_water_band_index,whole plant [PO_0000003]; leaf [PO_0025034],"water transport trait, hydraulic trait [trait_group_0021002]; environmental tolerance trait [trait_group_0030704]",life history,
https://w3id.org/APD/traits/trait_0020815,modified_NDVI,whole plant [PO_0000003]; leaf [PO_0025034],environmental tolerance trait [trait_group_0030704],life history,
https://w3id.org/APD/traits/trait_0020816,leaf_chlorophyll_index_modified_ND705,whole plant [PO_0000003]; leaf [PO_0025034],environmental tolerance trait [trait_group_0030704],life history,
https://w3id.org/APD/traits/trait_0030010,plant_growth_form,whole plant [PO_0000003]; stem [PO_0009047]; leaf [PO_0025034],whole plant phenotype trait [trait_group_0030006]; whole plant morphology trait [trait_group_0010004]; stem morphology trait [trait_group_0011802],life history,core_trait
https://w3id.org/APD/traits/trait_0030011,life_form,whole plant [PO_0000003]; seed [PO_0009010]; bud [PO_0000055],whole plant phenotype trait [trait_group_0030006]; whole plant morphology trait [trait_group_0010004]; reproductive shoot system morphology trait [trait_group_0012202],life history,core_trait
https://w3id.org/APD/traits/trait_0030012,life_history,whole plant [PO_0000003],whole plant phenotype trait [trait_group_0030006],life history,core_trait
https://w3id.org/APD/traits/trait_0030013,life_history_ephemeral_class,whole plant [PO_0000003],fire response trait [trait_group_0030602]; life history trait [trait_group_0030001],life history,
https://w3id.org/APD/traits/trait_0030014,lifespan,whole plant [PO_0000003],whole plant phenotype trait [trait_group_0030006],life history,core_trait
https://w3id.org/APD/traits/trait_0030015,plant_growth_substrate,whole plant [PO_0000003],life history trait [trait_group_0030001],life history,core_trait
https://w3id.org/APD/traits/trait_0030016,plant_photosynthetic_organ,leaf [PO_0025034]; whole plant [PO_0000003]; stem [PO_0009047],photosynthetic trait [trait_group_0020202]; leaf morphology trait [trait_group_0011202]; stem morphology trait [trait_group_0011802],leaf morphology,core_trait
https://w3id.org/APD/traits/trait_0030017,plant_alternative_energy_and_nutrient_acquisition_strategy,whole plant [PO_0000003]; leaf [PO_0025034],whole plant phenotype trait [trait_group_0030006],life history,
https://w3id.org/APD/traits/trait_0030018,woodiness,whole plant [PO_0000003]; stem [PO_0009047],whole plant phenotype trait [trait_group_0030006]; stem morphology trait [trait_group_0011802],life history,
https://w3id.org/APD/traits/trait_0030019,woodiness_detailed,whole plant [PO_0000003]; stem [PO_0009047]; root [PO_0009005]; reproductive shoot system [PO_0025082],whole plant phenotype trait [trait_group_0030006]; stem morphology trait [trait_group_0011802],life history,core_trait
https://w3id.org/APD/traits/trait_0030020,plant_physical_defence_structures,leaf [PO_0025034]; stem [PO_0009047]; bark [PO_0004518]; whole plant [PO_0000003],plant structure morphology trait [trait_group_0011001]; leaf morphology trait [trait_group_0011202]; stem morphology trait [trait_group_0011802]; bark morphology trait [trait_group_0012002],whole plant morphology,core_trait
https://w3id.org/APD/traits/trait_0030021,plant_climbing_mechanism,whole plant [PO_0000003]; stem [PO_0009047]; leaf [PO_0025034],whole plant phenotype trait [trait_group_0030006]; leaf morphology trait [trait_group_0011202]; stem morphology trait [trait_group_0011802],life history,core_trait
https://w3id.org/APD/traits/trait_0030022,plant_succulence,whole plant [PO_0000003]; stem [PO_0009047]; leaf [PO_0025034],whole plant phenotype trait [trait_group_0030006]; environmental tolerance trait [trait_group_0030704]; stem morphology trait [trait_group_0011802]; leaf morphology trait [trait_group_0011202],life history,core_trait
https://w3id.org/APD/traits/trait_0030023,stem_growth_habit,whole plant [PO_0000003]; stem [PO_0009047]; leaf [PO_0025034],whole plant phenotype trait [trait_group_0030006]; stem morphology trait [trait_group_0011802],life history,core_trait
https://w3id.org/APD/traits/trait_0030024,leaf_phenology,leaf [PO_0025034]; whole plant [PO_0000003],plant phenological trait [trait_group_0030008],life history,core_trait
https://w3id.org/APD/traits/trait_0030025,leaf_lifespan,leaf [PO_0025034],plant phenological trait [trait_group_0030008],life history,
https://w3id.org/APD/traits/trait_0030026,competitive_stratum,whole plant [PO_0000003],whole plant phenotype trait [trait_group_0030006],life history,
https://w3id.org/APD/traits/trait_0030027,nitrogen_fixing,whole plant [PO_0000003]; root [PO_0009005],interspecific interactions trait [trait_group_0030009]; root morphology trait [trait_group_0012104],life history,core_trait
https://w3id.org/APD/traits/trait_0030028,root_structure,whole plant [PO_0000003]; root [PO_0009005],interspecific interactions trait [trait_group_0030009]; root morphology trait [trait_group_0012104],life history,core_trait
https://w3id.org/APD/traits/trait_0030029,parasitic,whole plant [PO_0000003],interspecific interactions trait [trait_group_0030009],life history,core_trait
https://w3id.org/APD/traits/trait_0030060,sex_type,whole plant [PO_0000003]; flower [PO_0009046],plant structure morphology trait [trait_group_0011001],flower morphology,core_trait
https://w3id.org/APD/traits/trait_0030061,pollination_syndrome,reproductive shoot system [PO_0025082]; flower [PO_0009046],floral organ morphology trait [trait_group_0012404]; interspecific interactions trait [trait_group_0030009],life history,core_trait
https://w3id.org/APD/traits/trait_0030062,pollination_system,reproductive shoot system [PO_0025082]; flower [PO_0009046],floral organ morphology trait [trait_group_0012404]; interspecific interactions trait [trait_group_0030009],life history,core_trait
https://w3id.org/APD/traits/trait_0030080,genome_size,whole plant [PO_0000003],genetic structure trait [trait_group_0030059],life history,
https://w3id.org/APD/traits/trait_0030081,ploidy,whole plant [PO_0000003],genetic structure trait [trait_group_0030059],life history,
https://w3id.org/APD/traits/trait_0030210,reproductive_maturity,whole plant [PO_0000003],plant phenological trait [trait_group_0030008],life history,core_trait
https://w3id.org/APD/traits/trait_0030211,dispersal_syndrome,reproductive shoot system [PO_0025082]; seed [PO_0009010]; fruit [PO_0009001],interspecific interactions trait [trait_group_0030009]; seed morphology trait [trait_group_0012604]; fruit morphology trait [trait_group_0012504],life history,core_trait
https://w3id.org/APD/traits/trait_0030212,dispersers,reproductive shoot system [PO_0025082]; seed [PO_0009010]; fruit [PO_0009001],interspecific interactions trait [trait_group_0030009],life history,core_trait
https://w3id.org/APD/traits/trait_0030213,flowering_cues,reproductive shoot system [PO_0025082]; flower [PO_0009046],plant phenological trait [trait_group_0030008]; environmental tolerance trait [trait_group_0030704],life history,
https://w3id.org/APD/traits/trait_0030214,flowering_time,reproductive shoot system [PO_0025082]; flower [PO_0009046],plant phenological trait [trait_group_0030008],life history,core_trait
https://w3id.org/APD/traits/trait_0030215,fruiting_time,reproductive shoot system [PO_0025082]; fruit [PO_0009001],plant phenological trait [trait_group_0030008],life history,
https://w3id.org/APD/traits/trait_0030216,recruitment_time,whole plant [PO_0000003]; seed [PO_0009010],plant phenological trait [trait_group_0030008]; environmental tolerance trait [trait_group_0030704]; fire response trait [trait_group_0030602],life history,
https://w3id.org/APD/traits/trait_0030217,seedling_establishment_conditions,whole plant [PO_0000003]; seed [PO_0009010],plant phenological trait [trait_group_0030008]; environmental tolerance trait [trait_group_0030704]; fire response trait [trait_group_0030602],life history,
https://w3id.org/APD/traits/trait_0030218,reproductive_light_environment_index,whole plant [PO_0000003],plant phenological trait [trait_group_0030008],life history,
https://w3id.org/APD/traits/trait_0030219,establishment_light_environment_index,whole plant [PO_0000003],plant phenological trait [trait_group_0030008],life history,
https://w3id.org/APD/traits/trait_0030411,seedbank_location,seed [PO_0009010]; whole plant [PO_0000003]; fruit [PO_0009001],fire response trait [trait_group_0030602]; reproductive structure life history trait [trait_group_0030504]; plant phenological trait [trait_group_0030008],life history,core_trait
https://w3id.org/APD/traits/trait_0030412,serotiny,reproductive shoot system [PO_0025082]; seed [PO_0009010]; fruit [PO_0009001],fire response trait [trait_group_0030602]; reproductive structure life history trait [trait_group_0030504],life history,core_trait
https://w3id.org/APD/traits/trait_0030413,seedbank_longevity_class,reproductive shoot system [PO_0025082]; seed [PO_0009010],fire response trait [trait_group_0030602]; reproductive structure life history trait [trait_group_0030504],life history,core_trait
https://w3id.org/APD/traits/trait_0030414,seedbank_longevity,reproductive shoot system [PO_0025082]; seed [PO_0009010],fire response trait [trait_group_0030602]; reproductive structure life history trait [trait_group_0030504],life history,
https://w3id.org/APD/traits/trait_0030415,seed_dormancy_class,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive structure life history trait [trait_group_0030504],life history,core_trait
https://w3id.org/APD/traits/trait_0030416,seed_germination_treatment,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive structure life history trait [trait_group_0030504],life history,
https://w3id.org/APD/traits/trait_0030417,seed_germination,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive structure life history trait [trait_group_0030504],life history,
https://w3id.org/APD/traits/trait_0030418,seed_viability,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive structure life history trait [trait_group_0030504],life history,core_trait
https://w3id.org/APD/traits/trait_0030419,seed_germination_time,reproductive shoot system [PO_0025082]; seed [PO_0009010],reproductive structure life history trait [trait_group_0030504],life history,
https://w3id.org/APD/traits/trait_0030510,vegetative_reproduction_ability,whole plant [PO_0000003],whole plant phenotype trait [trait_group_0030006],life history,core_trait
https://w3id.org/APD/traits/trait_0030511,clonal_spread_mechanism,whole plant [PO_0000003]; bud [PO_0000055]; root [PO_0009005]; stem [PO_0009047],life history trait [trait_group_0030001]; plant structure morphology trait [trait_group_0011001],life history,core_trait
https://w3id.org/APD/traits/trait_0030512,storage_organ,whole plant [PO_0000003]; root [PO_0009005]; stem [PO_0009047],life history trait [trait_group_0030001]; plant structure morphology trait [trait_group_0011001],life history,core_trait
https://w3id.org/APD/traits/trait_0030513,bud_bank_location,whole plant [PO_0000003]; bud [PO_0000055],whole plant phenotype trait [trait_group_0030006],life history,core_trait
https://w3id.org/APD/traits/trait_0030514,sprout_depth,whole plant [PO_0000003]; bud [PO_0000055],fire response trait [trait_group_0030602],life history,
https://w3id.org/APD/traits/trait_0030610,resprouting_capacity,whole plant [PO_0000003]; bud [PO_0000055],fire response trait [trait_group_0030602],fire response,core_trait
https://w3id.org/APD/traits/trait_0030611,resprouting_capacity_proportion_individuals,whole plant [PO_0000003]; bud [PO_0000055],fire response trait [trait_group_0030602],fire response,
